id,title,publication_date,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,url
puzvi6-0KNY,「BNK48 3rd Single Announcement」from BNK48 We Wish You! A Merry Christmas –Fan Meet– / BNK48,2017-12-27T10:34:39.000Z,999496,11175,257,0,1764,https://www.youtube.com/watch?v=puzvi6-0KNY
PYc15-SefAI,BNK48 Trainee｜Paweethida Sakunpiphat (Fifa),2018-11-16T05:45:01.000Z,33114,1478,19,0,117,https://www.youtube.com/watch?v=PYc15-SefAI
Q_rGY9Ntx2U,BNK48 SHOW EP11 Break04,2017-11-13T05:00:01.000Z,626779,3649,153,0,277,https://www.youtube.com/watch?v=Q_rGY9Ntx2U
Q49T77N9Jns,BNK48 5th Single「BNK Festival」Senbatsu Members Announcement / BNK48,2018-09-30T14:57:44.000Z,333517,10838,147,0,2598,https://www.youtube.com/watch?v=Q49T77N9Jns
Q4mOk5c1ZMY,เพื่อนร่วมทาง The Journey Ep.02 Part 1,2018-01-18T17:16:59.000Z,187620,1784,37,0,93,https://www.youtube.com/watch?v=Q4mOk5c1ZMY
q7I6sA0xaiM,BNK48 Show EP5 Break 02,2017-08-21T05:00:01.000Z,753803,4627,179,0,396,https://www.youtube.com/watch?v=q7I6sA0xaiM
QC6e7DhZ9sw,BNK48 SHOW EP9 Break01,2017-09-18T05:00:01.000Z,759305,5260,165,0,345,https://www.youtube.com/watch?v=QC6e7DhZ9sw
QgXeLn_LjX0,BNK48 Senpai ep.12 (Part 2),2017-03-29T07:48:18.000Z,350085,3296,71,0,246,https://www.youtube.com/watch?v=QgXeLn_LjX0
qh3-_pJCXPw,BNK48 Team BⅢ｜BNK48 Team BⅢ Vice Captain｜Jennis Oprasert (Jennis),2018-11-16T05:45:00.000Z,150533,7620,125,0,535,https://www.youtube.com/watch?v=qh3-_pJCXPw
QkYPSuLYXpM,「BNK48 6th Single Senbatsu General Election」Announcement / BNK48,2018-09-30T15:00:07.000Z,372096,12924,155,0,2832,https://www.youtube.com/watch?v=QkYPSuLYXpM
QonPEkUPgto,เพื่อนร่วมทาง The Journey –South-Tohoku– Teaser,2018-02-01T04:18:14.000Z,35207,870,7,0,98,https://www.youtube.com/watch?v=QonPEkUPgto
qRb3Y4X-Ld0,เพื่อนร่วมทาง The Journey Ep.12 Part 3,2018-03-30T02:00:01.000Z,55138,992,27,0,139,https://www.youtube.com/watch?v=qRb3Y4X-Ld0
QWLZQ7gVFVM,BNK48 Official Live Stream,2017-06-02T08:33:26.000Z,22779,169,18,0,16,https://www.youtube.com/watch?v=QWLZQ7gVFVM
QWT0rVwdfoU,"Video Compilation from Tao Kae Noi Presents BNK48 1st Concert ""STARTO"" / BNK48",2018-04-03T09:15:09.000Z,136219,5566,80,0,571,https://www.youtube.com/watch?v=QWT0rVwdfoU
r78Ss9ObGqk,BNK48 Team BⅢ｜Jiradapa Intajak (Pupe),2018-11-16T05:45:00.000Z,244030,12392,136,0,1105,https://www.youtube.com/watch?v=r78Ss9ObGqk
rajKtMCNEGo,【PV】Yume e no Route หมื่นเส้นทาง (Special Olympics Thailand Collaboration ver.) / BNK48,2018-10-27T07:48:22.000Z,230728,14242,73,0,963,https://www.youtube.com/watch?v=rajKtMCNEGo
rHEJqKy1Ehk,BNK48 Senpai ep.03 (Part 3),2017-03-08T06:22:48.000Z,335704,1927,37,0,153,https://www.youtube.com/watch?v=rHEJqKy1Ehk
rIB8_gw2Mvw,BNK48 Senpai ep 09 Part 1,2017-03-22T06:55:14.000Z,501305,3401,75,0,158,https://www.youtube.com/watch?v=rIB8_gw2Mvw
rm_skrxii0Y,BNK48 Senpai ep.06 (Part 2),2017-03-15T08:13:14.000Z,429425,2845,50,0,179,https://www.youtube.com/watch?v=rm_skrxii0Y
RQ7PvFeHP4s,BNK48 Dance Battle VOL. 1,2017-06-14T13:35:23.000Z,226551,3019,26,0,176,https://www.youtube.com/watch?v=RQ7PvFeHP4s
RvF1ZI-eRQc,BNK48 Trainee｜Manipa Roopanya (Khamin),2018-11-16T05:45:00.000Z,44734,1981,15,0,211,https://www.youtube.com/watch?v=RvF1ZI-eRQc
s3ClkMWPMN0,BNK48 Senpai ep.04 (Part 2),2017-03-09T09:36:52.000Z,230666,1268,24,0,68,https://www.youtube.com/watch?v=s3ClkMWPMN0
S5rW_A15Egg,KhunKai’s Kitchen EP18 : Macaroni Kratin / KaimookBNK48,2018-09-04T03:36:28.000Z,15898,423,15,0,37,https://www.youtube.com/watch?v=S5rW_A15Egg
S7KaEEQUHAA,KhunKai’s Kitchen EP23 : Matcha Macaron / KaimookBNK48,2018-09-05T05:18:22.000Z,97815,2165,25,0,133,https://www.youtube.com/watch?v=S7KaEEQUHAA
s7sjMK948K4,29 Seconds of 29 members #19 : Namhom,2017-05-01T13:08:45.000Z,20357,277,10,0,8,https://www.youtube.com/watch?v=s7sjMK948K4
sbZUIJHWvLw,29 Seconds of 29 members #20 : Namneung,2017-05-01T13:08:46.000Z,28115,748,6,0,47,https://www.youtube.com/watch?v=sbZUIJHWvLw
Sc4E6PaxxOw,BNK48 Senpai ep 09 Part 4,2017-03-22T06:55:15.000Z,357095,2331,50,0,143,https://www.youtube.com/watch?v=Sc4E6PaxxOw
SgbxVmzjC6w,BNK48 Team BⅢ｜Natruja Chutiwansopon (Kaew),2018-11-16T05:45:01.000Z,107480,6302,46,0,526,https://www.youtube.com/watch?v=SgbxVmzjC6w
sGPvK_XnmAM,BNK48 Team BⅢ｜Milin Dokthian (Namneung),2018-11-16T05:45:00.000Z,133083,8064,44,0,1127,https://www.youtube.com/watch?v=sGPvK_XnmAM
si7irCmt0RQ,29 Seconds of 29 members #26 : Pun,2017-05-01T13:08:35.000Z,81338,1753,29,0,64,https://www.youtube.com/watch?v=si7irCmt0RQ
sI8B7H2fpsk,BNK48 Dance Battle Vol.2,2017-05-07T05:00:24.000Z,1307410,14192,355,0,1519,https://www.youtube.com/watch?v=sI8B7H2fpsk
sqXChZS7oOk,BNK48 Show EP12 Break01,2017-11-20T07:00:01.000Z,846257,5852,130,0,462,https://www.youtube.com/watch?v=sqXChZS7oOk
su_ZmVg0nw0,【PV】Yume e no Route หมื่นเส้นทาง / BNK48,2018-10-27T07:48:22.000Z,945970,36567,286,0,2621,https://www.youtube.com/watch?v=su_ZmVg0nw0
tApgSgYxywE,BNK48 Senpai ep.01 (Part 4),2017-03-01T14:54:02.000Z,547112,3454,72,0,736,https://www.youtube.com/watch?v=tApgSgYxywE
TFdu_jwfzUM,BNK48 Senpai ep.03 (Part 4),2017-03-08T06:22:48.000Z,264455,1600,26,0,121,https://www.youtube.com/watch?v=TFdu_jwfzUM
tRJxHvw_ZfU,เพื่อนร่วมทาง The Journey Ep.12 Part 2,2018-03-30T02:00:01.000Z,43528,616,20,0,93,https://www.youtube.com/watch?v=tRJxHvw_ZfU
tTcnj4Z9t0M,【MV Teaser】BNK Festival / BNK48,2018-11-15T13:00:07.000Z,220681,12748,113,0,1409,https://www.youtube.com/watch?v=tTcnj4Z9t0M
TxI8FViS2GM,"Video Messages「Koisuru Fortune Cookie 100,000,000 Views」 / BNK48",2018-04-02T04:30:07.000Z,170058,9281,91,0,1326,https://www.youtube.com/watch?v=TxI8FViS2GM
u6-EKyEB_Sw,BNK48 SHOW EP11 Break01,2017-11-13T05:00:03.000Z,480171,3617,95,0,303,https://www.youtube.com/watch?v=u6-EKyEB_Sw
U6JueTSzZj8,「BNK48 The Musical – Part 2」from BNK48 We Wish You! A Merry Christmas –Fan Meet– / BNK48,2018-01-01T03:00:06.000Z,275401,5871,43,0,651,https://www.youtube.com/watch?v=U6JueTSzZj8
u8KfteF4RIU,「BNK48 หมื่นเส้นทาง Challenge Project 〜Jiradapa Produced Concert〜」Announcement / BNK48,2018-08-19T12:25:35.000Z,177834,6971,79,0,1107,https://www.youtube.com/watch?v=u8KfteF4RIU
UCP2K0_dvhs,KhunKai’s Kitchen EP17 : White Day Menu / KaimookBNK48,2018-09-04T03:37:43.000Z,35312,732,17,0,55,https://www.youtube.com/watch?v=UCP2K0_dvhs
uEczTVCWMY8,เพื่อนร่วมทาง The Journey Ep.01 Part 2,2018-01-11T16:36:20.000Z,229736,1932,52,0,96,https://www.youtube.com/watch?v=uEczTVCWMY8
uIL3_T6gyas,BNK48 Senpai ep.11 (Part 1),2017-03-24T07:25:45.000Z,247017,1541,34,0,108,https://www.youtube.com/watch?v=uIL3_T6gyas
uJezNA2_jds,29 Seconds of 29 members #15 : Mind,2017-05-01T13:08:42.000Z,23919,466,6,0,9,https://www.youtube.com/watch?v=uJezNA2_jds
Ukhv25iwoL4,เพื่อนร่วมทาง The Journey Ep.06 Part 3,2018-02-15T16:03:43.000Z,87395,1103,23,0,117,https://www.youtube.com/watch?v=Ukhv25iwoL4
ULKIM6nOjo0,BNK48 Senpai ep.03 (Part 2),2017-03-08T06:22:47.000Z,379028,2134,46,0,109,https://www.youtube.com/watch?v=ULKIM6nOjo0
ulsdsRTzK0c,BNK48 Team BⅢ｜Patchanan Jiajirachote (Orn),2018-11-16T05:45:00.000Z,146175,6633,160,0,594,https://www.youtube.com/watch?v=ulsdsRTzK0c
UNeon5fZEIc,BNK48 SHOW EP11 Break03,2017-11-13T05:00:01.000Z,619485,3933,163,0,303,https://www.youtube.com/watch?v=UNeon5fZEIc
uO-esySN6qE,BNK48 SHOW EP7 Break01,2017-09-04T05:00:01.000Z,295949,2715,45,0,180,https://www.youtube.com/watch?v=uO-esySN6qE
UPGEqglbKbg,BNK48 Youtube,2017-08-31T13:39:16.000Z,138587,2054,28,0,83,https://www.youtube.com/watch?v=UPGEqglbKbg
UQrrUZ6-HgU,เพื่อนร่วมทาง The Journey Ep.11 Part 2,2018-03-22T16:00:02.000Z,46951,621,22,0,60,https://www.youtube.com/watch?v=UQrrUZ6-HgU
usvrekLfc6M,BNK48 Trainee｜Weeraya Zhang (Wee),2018-11-16T05:45:00.000Z,132482,7613,113,0,756,https://www.youtube.com/watch?v=usvrekLfc6M
UumbYoTLEVE,BNK48 Senpai ep.07 (Part 4),2017-03-16T07:02:05.000Z,305632,1954,42,0,164,https://www.youtube.com/watch?v=UumbYoTLEVE
uV0NmDX6uAA,29 Seconds of 29 members #10 : Kaimook,2017-05-01T13:08:46.000Z,51500,917,15,0,35,https://www.youtube.com/watch?v=uV0NmDX6uAA
V5ScG-apbSs,BNK48 Team BⅢ｜Praewa Suthamphong (Music),2018-11-16T05:45:00.000Z,182739,9016,407,0,1275,https://www.youtube.com/watch?v=V5ScG-apbSs
V5TO16lS-iM,【Audio Full】Shonichi วันแรก / BNK48,2018-03-29T06:18:25.000Z,3111412,45773,838,0,4644,https://www.youtube.com/watch?v=V5TO16lS-iM
v7cZ4CAzOi8,BNK48 Senpai ep.08 (Part 3),2017-03-17T09:09:44.000Z,256259,1519,34,0,106,https://www.youtube.com/watch?v=v7cZ4CAzOi8
VACu_EFIeLU,เพื่อนร่วมทาง The Journey Ep.11 Part 3,2018-03-22T16:00:01.000Z,54282,847,20,0,161,https://www.youtube.com/watch?v=VACu_EFIeLU
vAWpkeIjZl8,BNK48 Trainee｜Punyawee Jungcharoen (Aom),2018-11-16T05:45:01.000Z,50871,2281,29,0,190,https://www.youtube.com/watch?v=vAWpkeIjZl8
VHkstAtD2b4,เพื่อนร่วมทาง The Journey Ep.10 Part 2,2018-03-15T16:00:02.000Z,56319,777,16,0,115,https://www.youtube.com/watch?v=VHkstAtD2b4
VqrErnICWyM,BNK48 Team BⅢ Member & Stage Performance Announcement,2017-12-24T11:00:34.000Z,163457,2810,35,0,373,https://www.youtube.com/watch?v=VqrErnICWyM
vRllu01AlTQ,BNK48 Senpai ep.11 (Part 3),2017-03-24T07:25:45.000Z,394328,3118,61,0,313,https://www.youtube.com/watch?v=vRllu01AlTQ
Vu9uP3-vV08,BNK48 Senpai ep.07 (Part 2),2017-03-16T07:02:06.000Z,439952,2840,65,0,174,https://www.youtube.com/watch?v=Vu9uP3-vV08
W3pxGRjNjsw,เพื่อนร่วมทาง The Journey Ep.10 Part 1,2018-03-15T16:00:05.000Z,75857,937,24,0,89,https://www.youtube.com/watch?v=W3pxGRjNjsw
wAg4Q1QhCAM,BNK48 Senpai ep.11 (Part 2),2017-03-24T07:25:45.000Z,379082,2616,65,0,159,https://www.youtube.com/watch?v=wAg4Q1QhCAM
WG60D8BjJSY,BNK48 Senpai ep.04 (Part 1),2017-03-09T09:38:32.000Z,295002,2012,33,0,186,https://www.youtube.com/watch?v=WG60D8BjJSY
WHrL8VBZSZ4,BNK48 SHOW EP7 Break02,2017-09-04T05:00:00.000Z,536410,3917,139,0,370,https://www.youtube.com/watch?v=WHrL8VBZSZ4
wi8-h7vLFpE,BNK48 : GIRLS DON'T CRY | Official Teaser,2018-07-20T17:00:10.000Z,169958,8566,104,0,719,https://www.youtube.com/watch?v=wi8-h7vLFpE
WT2gRIrooM4,KhunKai’s Kitchen EP06 : Christmas Cookies / KaimookBNK48,2018-09-03T04:42:22.000Z,12369,673,11,0,37,https://www.youtube.com/watch?v=WT2gRIrooM4
wVJ-XxgNgD4,เพื่อนร่วมทาง The Journey Ep.04 Part 1,2018-02-02T06:31:56.000Z,146698,1702,26,0,152,https://www.youtube.com/watch?v=wVJ-XxgNgD4
wXfAMN_fvzc,BNK48 Senpai ep.06 (Part 3),2017-03-15T08:13:14.000Z,418613,2542,47,0,101,https://www.youtube.com/watch?v=wXfAMN_fvzc
x7Dq6P-OmW8,เพื่อนร่วมทาง The Journey Ep.01 Part 1,2018-01-11T16:36:20.000Z,424781,4790,94,0,232,https://www.youtube.com/watch?v=x7Dq6P-OmW8
XAS1SBYonYc,เพื่อนร่วมทาง The Journey Ep.05 Part 2,2018-02-08T16:32:46.000Z,98641,1161,20,0,105,https://www.youtube.com/watch?v=XAS1SBYonYc
XDsXar186ho,BNK48 Senpai ep.04 (Part 3),2017-03-09T09:39:01.000Z,218429,1130,30,0,83,https://www.youtube.com/watch?v=XDsXar186ho
Xi7D4wl_voQ,BNK48 Senpai ep.05 (Part 2),2017-03-10T09:30:57.000Z,655222,3867,94,0,727,https://www.youtube.com/watch?v=Xi7D4wl_voQ
Xl_VME1I_OY,29 Seconds of 29 members #03 : Cincin,2017-05-01T13:08:40.000Z,38069,370,15,0,14,https://www.youtube.com/watch?v=Xl_VME1I_OY
Xl5gLtnRIgk,เพื่อนร่วมทาง The Journey Ep.05 Part 1,2018-02-08T16:32:45.000Z,122792,1426,18,0,123,https://www.youtube.com/watch?v=Xl5gLtnRIgk
XLID310BFog,BNK48 : GIRLS DON’T CRY | Official Trailer (Online Ver.),2018-07-23T12:00:19.000Z,610965,21774,374,0,2963,https://www.youtube.com/watch?v=XLID310BFog
XMHEZTd5Df0,เพื่อนร่วมทาง The Journey Ep.09 Part 2,2018-03-08T16:00:09.000Z,63589,772,18,0,125,https://www.youtube.com/watch?v=XMHEZTd5Df0
xNEuiLFg-oI,KhunKai’s Kitchen EP08 : Ice Cream Homemade / KaimookBNK48,2018-09-03T04:44:06.000Z,8681,494,15,0,23,https://www.youtube.com/watch?v=xNEuiLFg-oI
XQujdhmhaUw,BNK48 Senpai ep.8 Annex (GROUP2),2017-04-23T04:37:09.000Z,81005,1081,21,0,123,https://www.youtube.com/watch?v=XQujdhmhaUw
XS1EXO_rjQY,【AKB48 53rdシングル世界選抜総選挙】Preliminary Results #120 Music (BNK48 Team BⅢ) Special Messages / BNK48,2018-05-31T11:20:22.000Z,154076,6807,104,0,711,https://www.youtube.com/watch?v=XS1EXO_rjQY
xSLA3JDzO40,CHERPRANG VLOG EP01 : World Senbatsu in Japan / CherprangBNK48,2018-09-10T08:33:45.000Z,333932,13421,168,0,1245,https://www.youtube.com/watch?v=xSLA3JDzO40
XUlfIkKclbQ,เพื่อนร่วมทาง The Journey Ep.13 Part 1,2018-04-07T03:30:01.000Z,125923,2053,70,0,222,https://www.youtube.com/watch?v=XUlfIkKclbQ
XvkFQdchBJY,เพื่อนร่วมทาง The Journey Ep.04 Part 3,2018-02-02T06:32:03.000Z,121612,1616,24,0,196,https://www.youtube.com/watch?v=XvkFQdchBJY
XYZODizO7_0,BNK48 Team BⅢ｜Suchaya Saenkhot (Jib),2018-11-16T05:45:01.000Z,54852,2708,52,0,327,https://www.youtube.com/watch?v=XYZODizO7_0
y1u6RnQbZ4E,BNK48 Senpai ep.02 (Part 3),2017-03-02T14:46:57.000Z,383468,2327,87,0,344,https://www.youtube.com/watch?v=y1u6RnQbZ4E
Y24rDkCy1Tg,BNK48 Trainee｜Warinrat Yolprasong (Niky),2018-11-16T05:45:01.000Z,37111,1731,29,0,172,https://www.youtube.com/watch?v=Y24rDkCy1Tg
Y8sNO94wQ90,BNK48 Trainee｜Khawisara Singplod (Myyu),2018-11-16T05:45:00.000Z,51679,2798,61,0,186,https://www.youtube.com/watch?v=Y8sNO94wQ90
y9LjvXWUk4k,BNK48 SHOW EP10 Break03,2017-11-06T05:21:08.000Z,364183,2428,64,0,191,https://www.youtube.com/watch?v=y9LjvXWUk4k
yBvu7BpOXGE,Koisuru Fortune Cookie –คุกกี้เสี่ยงทาย– (STAFF Ver.) / BNK48,2017-10-06T13:00:07.000Z,117996,3378,47,0,330,https://www.youtube.com/watch?v=yBvu7BpOXGE
YcqztRx1YAg,BNK48 Senpai ep.01 (Part 2),2017-03-01T14:54:03.000Z,951779,7575,191,0,951,https://www.youtube.com/watch?v=YcqztRx1YAg
YfFmDnIAK50,BNK48 Trainee｜Tarisa Preechatangkit (Stang),2018-11-16T05:45:01.000Z,30510,1473,18,0,140,https://www.youtube.com/watch?v=YfFmDnIAK50
yG9eQzSrytA,KhunKai's Kitchen EP13 : Fruit Ice Cream / KaimookBNK48,2018-09-04T03:28:19.000Z,10107,382,10,0,31,https://www.youtube.com/watch?v=yG9eQzSrytA
yHhchikSdwQ,BNK48 Senpai ep.12 (Part 1),2017-03-29T07:48:19.000Z,237569,1823,31,0,156,https://www.youtube.com/watch?v=yHhchikSdwQ
yhj_O7VtFbE,BNK48 Show EP12 Break02,2017-11-20T07:00:01.000Z,1950089,14808,531,0,1708,https://www.youtube.com/watch?v=yhj_O7VtFbE
yLezTzzyxX4,BNK48 Team BⅢ｜Panisa Srilaloeng (Mind),2018-11-16T05:45:01.000Z,54207,2691,47,0,241,https://www.youtube.com/watch?v=yLezTzzyxX4
yPBTJTozYoE,เพื่อนร่วมทาง The Journey Ep.06 Part 2,2018-02-15T16:03:43.000Z,88011,1008,24,0,93,https://www.youtube.com/watch?v=yPBTJTozYoE
YPiYpsh8NfQ,"「Skirt, Hirari –พลิ้ว–」from BNK48 We Wish You! A Merry Christmas –Fan Meet– / BNK48",2017-12-28T16:25:39.000Z,344732,4234,74,0,455,https://www.youtube.com/watch?v=YPiYpsh8NfQ
YqxSwFH36bI,"BNK48 2nd Single ""Koisuru Fortune Cookie –คุกกี้เสี่ยงทาย–"" Coupling Song Member Announcement",2017-09-23T12:16:53.000Z,58696,978,16,0,83,https://www.youtube.com/watch?v=YqxSwFH36bI
yR76JRVf9SM,「Kimi wa Melody –เธอคือ...เมโลดี้–」Senbatsu Members Announcement / BNK48,2018-08-18T11:15:31.000Z,822862,30338,512,0,8065,https://www.youtube.com/watch?v=yR76JRVf9SM
yUtJj1yl0lU,KhunKai’s Kitchen EP21 : โอนิกิริต้มยำกุ้ง! / KaimookBNK48,2018-09-05T04:58:29.000Z,49470,968,21,0,68,https://www.youtube.com/watch?v=yUtJj1yl0lU
yvnJ5cHRRmE,BNK48 Team BⅢ｜Pichayapa Natha (Namsai),2018-11-16T05:45:01.000Z,74097,3622,26,0,354,https://www.youtube.com/watch?v=yvnJ5cHRRmE
Yw7Z0ciDblQ,เพื่อนร่วมทาง The Journey Ep.13 Part 2,2018-04-07T03:30:00.000Z,81254,1385,50,0,168,https://www.youtube.com/watch?v=Yw7Z0ciDblQ
YzwGFd6iWHI,BNK48 Show EP02 Break02,2017-07-17T05:00:00.000Z,406108,2598,65,0,298,https://www.youtube.com/watch?v=YzwGFd6iWHI
zb5oAc3yJME,【LIVE】BNK48 Mini Concert「BNK48 WE LOVE YOU」/ BNK48,2017-09-23T11:21:19.000Z,226472,3593,44,0,425,https://www.youtube.com/watch?v=zb5oAc3yJME
ZEpI3N-Kgdg,เพื่อนร่วมทาง The Journey Ep.02 Part 2,2018-01-18T17:16:59.000Z,146834,1289,23,0,56,https://www.youtube.com/watch?v=ZEpI3N-Kgdg
zHKGQgnLX0U,BNK48 Trainee｜Rinrada Inthaisong (Piam),2018-11-16T05:45:00.000Z,51663,1946,79,0,151,https://www.youtube.com/watch?v=zHKGQgnLX0U
zIl4nbnnJ5M,BNK48 Trainee｜Nuttakul Pimtongchaikul (Gygee),2018-11-16T05:45:00.000Z,75385,4013,46,0,422,https://www.youtube.com/watch?v=zIl4nbnnJ5M
zimam9sk_7c,เพื่อนร่วมทาง The Journey Ep.11 Part 1,2018-03-22T16:00:06.000Z,67203,913,18,0,88,https://www.youtube.com/watch?v=zimam9sk_7c
Zm8KYCa46Ps,"VTR: AKS เปิดตัว ประกาศสร้างวงไอดอลน้องใหม่ BNK48, TPE48 และ MNL48",2016-03-28T05:56:32.000Z,101020,1653,37,0,245,https://www.youtube.com/watch?v=Zm8KYCa46Ps
zMy9FwNI3qs,BNK48 Trainee｜Plearnpichaya Komalarajun (Juné),2018-11-16T05:45:01.000Z,68348,2945,81,0,207,https://www.youtube.com/watch?v=zMy9FwNI3qs
ZR5uKlDArww,「Koisuru Fortune Cookie –คุกกี้เสี่ยงทาย–」from BNK48 Mini Live and Handshake / BNK48,2017-11-21T10:00:02.000Z,471279,4714,301,0,619,https://www.youtube.com/watch?v=ZR5uKlDArww
zVJIc_Dvo2E,"「Skirt, Hirari –พลิ้ว–」from BNK48 Mini Live and Handshake / BNK48",2017-11-21T10:00:03.000Z,1203852,11956,261,0,1663,https://www.youtube.com/watch?v=zVJIc_Dvo2E
