id,title,publication_date,viewCount,likeCount,dislikeCount,commentCount,url
Zm8KYCa46Ps,"VTR: AKS เปิดตัว ประกาศสร้างวงไอดอลน้องใหม่ BNK48, TPE48 และ MNL48",28/03/2016 12:56 PM,101020,1653,37,245,https://www.youtube.com/watch?v=Zm8KYCa46Ps
tApgSgYxywE,BNK48 Senpai ep.01 (Part 4),1/03/2017 9:54 PM,547112,3454,72,736,https://www.youtube.com/watch?v=tApgSgYxywE
YcqztRx1YAg,BNK48 Senpai ep.01 (Part 2),1/03/2017 9:54 PM,951779,7575,191,951,https://www.youtube.com/watch?v=YcqztRx1YAg
L6HgZqp-ew8,BNK48 Senpai ep.01 (Part 1),1/03/2017 9:54 PM,1347166,9763,320,978,https://www.youtube.com/watch?v=L6HgZqp-ew8
aSw2MyRU-7s,BNK48 Senpai ep.01 (Part 3),1/03/2017 9:54 PM,511290,1970,58,161,https://www.youtube.com/watch?v=aSw2MyRU-7s
NYGS6qXbu_E,BNK48 Senpai ep.02 (Part 4),2/03/2017 9:46 PM,518753,2999,60,385,https://www.youtube.com/watch?v=NYGS6qXbu_E
y1u6RnQbZ4E,BNK48 Senpai ep.02 (Part 3),2/03/2017 9:46 PM,383468,2327,87,344,https://www.youtube.com/watch?v=y1u6RnQbZ4E
7QFHoydr8us,BNK48 Senpai ep.02 (Part 2),2/03/2017 9:46 PM,413439,2876,55,473,https://www.youtube.com/watch?v=7QFHoydr8us
kjqcuAL91Hg,BNK48 Senpai ep.02 (Part 1),2/03/2017 9:46 PM,560929,3536,72,445,https://www.youtube.com/watch?v=kjqcuAL91Hg
ULKIM6nOjo0,BNK48 Senpai ep.03 (Part 2),8/03/2017 1:22 PM,379028,2134,46,109,https://www.youtube.com/watch?v=ULKIM6nOjo0
lvhKEdUyGK0,BNK48 Senpai ep.03 (Part 1),8/03/2017 1:22 PM,437731,2685,55,190,https://www.youtube.com/watch?v=lvhKEdUyGK0
TFdu_jwfzUM,BNK48 Senpai ep.03 (Part 4),8/03/2017 1:22 PM,264455,1600,26,121,https://www.youtube.com/watch?v=TFdu_jwfzUM
rHEJqKy1Ehk,BNK48 Senpai ep.03 (Part 3),8/03/2017 1:22 PM,335704,1927,37,153,https://www.youtube.com/watch?v=rHEJqKy1Ehk
s3ClkMWPMN0,BNK48 Senpai ep.04 (Part 2),9/03/2017 4:36 PM,230666,1268,24,68,https://www.youtube.com/watch?v=s3ClkMWPMN0
WG60D8BjJSY,BNK48 Senpai ep.04 (Part 1),9/03/2017 4:38 PM,295002,2012,33,186,https://www.youtube.com/watch?v=WG60D8BjJSY
XDsXar186ho,BNK48 Senpai ep.04 (Part 3),9/03/2017 4:39 PM,218429,1130,30,83,https://www.youtube.com/watch?v=XDsXar186ho
1a-vsnPGDKk,BNK48 Senpai ep.04 (Part 4),9/03/2017 4:39 PM,235474,1398,24,100,https://www.youtube.com/watch?v=1a-vsnPGDKk
i_hlpsY1q5U,BNK48 Senpai ep.05 (Part 1),10/03/2017 4:28 PM,1578231,11290,334,725,https://www.youtube.com/watch?v=i_hlpsY1q5U
Xi7D4wl_voQ,BNK48 Senpai ep.05 (Part 2),10/03/2017 4:30 PM,655222,3867,94,727,https://www.youtube.com/watch?v=Xi7D4wl_voQ
heVveAkVo8k,BNK48 Senpai ep.05 (Part 3),10/03/2017 4:31 PM,555462,3314,80,186,https://www.youtube.com/watch?v=heVveAkVo8k
-9yGTFlIkzY,BNK48 Senpai ep.05 (Part 4),10/03/2017 4:44 PM,367149,1832,48,95,https://www.youtube.com/watch?v=-9yGTFlIkzY
nFHb-y1SBUs,BNK48 Senpai ep.06 (Part 4),15/03/2017 3:13 PM,322117,1851,50,118,https://www.youtube.com/watch?v=nFHb-y1SBUs
wXfAMN_fvzc,BNK48 Senpai ep.06 (Part 3),15/03/2017 3:13 PM,418613,2542,47,101,https://www.youtube.com/watch?v=wXfAMN_fvzc
rm_skrxii0Y,BNK48 Senpai ep.06 (Part 2),15/03/2017 3:13 PM,429425,2845,50,179,https://www.youtube.com/watch?v=rm_skrxii0Y
dNt_nKa5Z4s,BNK48 Senpai ep.06 (Part 1),15/03/2017 3:13 PM,693755,5334,128,404,https://www.youtube.com/watch?v=dNt_nKa5Z4s
UumbYoTLEVE,BNK48 Senpai ep.07 (Part 4),16/03/2017 2:02 PM,305632,1954,42,164,https://www.youtube.com/watch?v=UumbYoTLEVE
5Gqof1dKNRY,BNK48 Senpai ep.07 (Part 3),16/03/2017 2:02 PM,339505,2022,45,177,https://www.youtube.com/watch?v=5Gqof1dKNRY
Vu9uP3-vV08,BNK48 Senpai ep.07 (Part 2),16/03/2017 2:02 PM,439952,2840,65,174,https://www.youtube.com/watch?v=Vu9uP3-vV08
gDlUgtoFcB0,BNK48 Senpai ep.07 (Part 1),16/03/2017 2:02 PM,714402,5014,143,374,https://www.youtube.com/watch?v=gDlUgtoFcB0
Gz1muenDaIM,BNK48 Senpai ep.08 (Part 4),17/03/2017 4:09 PM,959420,6437,240,454,https://www.youtube.com/watch?v=Gz1muenDaIM
v7cZ4CAzOi8,BNK48 Senpai ep.08 (Part 3),17/03/2017 4:09 PM,256259,1519,34,106,https://www.youtube.com/watch?v=v7cZ4CAzOi8
OzWQW3VxReg,BNK48 Senpai ep.08 (Part 1),17/03/2017 4:09 PM,346658,2077,53,97,https://www.youtube.com/watch?v=OzWQW3VxReg
AxT_Wwr35sI,BNK48 Senpai ep.08 (Part 2),17/03/2017 4:09 PM,264119,1486,26,146,https://www.youtube.com/watch?v=AxT_Wwr35sI
9ZgUs6YuKWw,BNK48 Senpai ep 09 Part 3,22/03/2017 1:55 PM,528260,3623,87,215,https://www.youtube.com/watch?v=9ZgUs6YuKWw
rIB8_gw2Mvw,BNK48 Senpai ep 09 Part 1,22/03/2017 1:55 PM,501305,3401,75,158,https://www.youtube.com/watch?v=rIB8_gw2Mvw
3n_gqCd026Q,BNK48 Senpai ep 09 Part 2,22/03/2017 1:55 PM,336451,2125,48,138,https://www.youtube.com/watch?v=3n_gqCd026Q
Sc4E6PaxxOw,BNK48 Senpai ep 09 Part 4,22/03/2017 1:55 PM,357095,2331,50,143,https://www.youtube.com/watch?v=Sc4E6PaxxOw
7B2ICj97BrY,BNK48 Senpai ep 10 Part 2,23/03/2017 2:00 PM,315031,2038,46,185,https://www.youtube.com/watch?v=7B2ICj97BrY
INsnsCrauXk,BNK48 Senpai ep 10 Part 3,23/03/2017 2:00 PM,255242,1511,32,134,https://www.youtube.com/watch?v=INsnsCrauXk
1dOxPrq68yg,BNK48 Senpai ep 10 Part 1,23/03/2017 2:00 PM,483036,3279,85,137,https://www.youtube.com/watch?v=1dOxPrq68yg
hrBAJaltYeY,BNK48 Senpai ep.11 (Part 4),24/03/2017 2:25 PM,220854,1359,31,72,https://www.youtube.com/watch?v=hrBAJaltYeY
wAg4Q1QhCAM,BNK48 Senpai ep.11 (Part 2),24/03/2017 2:25 PM,379082,2616,65,159,https://www.youtube.com/watch?v=wAg4Q1QhCAM
uIL3_T6gyas,BNK48 Senpai ep.11 (Part 1),24/03/2017 2:25 PM,247017,1541,34,108,https://www.youtube.com/watch?v=uIL3_T6gyas
vRllu01AlTQ,BNK48 Senpai ep.11 (Part 3),24/03/2017 2:25 PM,394328,3118,61,313,https://www.youtube.com/watch?v=vRllu01AlTQ
C2Nk12G0c2g,BNK48 Senpai ep 10 Part 4,25/03/2017 12:04 AM,211773,1377,14,62,https://www.youtube.com/watch?v=C2Nk12G0c2g
2Izh4wHNKGM,BNK48 Senpai ep.12 (Part 4),29/03/2017 2:48 PM,319457,1600,31,62,https://www.youtube.com/watch?v=2Izh4wHNKGM
An8S-S9ynpk,BNK48 Senpai ep.12 (Part 3),29/03/2017 2:48 PM,1119810,9307,209,519,https://www.youtube.com/watch?v=An8S-S9ynpk
QgXeLn_LjX0,BNK48 Senpai ep.12 (Part 2),29/03/2017 2:48 PM,350085,3296,71,246,https://www.youtube.com/watch?v=QgXeLn_LjX0
yHhchikSdwQ,BNK48 Senpai ep.12 (Part 1),29/03/2017 2:48 PM,237569,1823,31,156,https://www.youtube.com/watch?v=yHhchikSdwQ
LKi1zPis_3Q,BNK48 Senpai ep.13 (Part 3),31/03/2017 3:00 AM,337843,2644,58,82,https://www.youtube.com/watch?v=LKi1zPis_3Q
DCqoLx9Pe-g,BNK48 Senpai ep.13 (Part 4),31/03/2017 3:00 AM,235108,1425,34,50,https://www.youtube.com/watch?v=DCqoLx9Pe-g
d9ZCjNlyIhk,BNK48 Senpai ep.13 (Part 1),31/03/2017 3:00 AM,262078,1881,45,111,https://www.youtube.com/watch?v=d9ZCjNlyIhk
IhK2ZPEPdZQ,BNK48 Senpai ep.13 (Part 2),31/03/2017 3:00 AM,178424,1198,14,90,https://www.youtube.com/watch?v=IhK2ZPEPdZQ
3-_MOT8UQDc,BNK48 Senpai Special (Part 1),14/04/2017 12:48 PM,207743,1492,31,94,https://www.youtube.com/watch?v=3-_MOT8UQDc
aVXkn_CJ1Q8,BNK48 Senpai Special (part 2),21/04/2017 12:43 PM,142891,937,16,69,https://www.youtube.com/watch?v=aVXkn_CJ1Q8
3ka3RVkdSHQ,BNK48 Senpai ep.8 Annex (GROUP5),23/04/2017 11:37 AM,62903,739,10,86,https://www.youtube.com/watch?v=3ka3RVkdSHQ
Pm2sj7jlOcc,BNK48 Senpai ep.8 Annex (GROUP4),23/04/2017 11:37 AM,67425,678,19,61,https://www.youtube.com/watch?v=Pm2sj7jlOcc
amBs0BilqlU,BNK48 Senpai ep.8 Annex (GROUP3),23/04/2017 11:37 AM,244732,2233,41,176,https://www.youtube.com/watch?v=amBs0BilqlU
XQujdhmhaUw,BNK48 Senpai ep.8 Annex (GROUP2),23/04/2017 11:37 AM,81005,1081,21,123,https://www.youtube.com/watch?v=XQujdhmhaUw
H7YJVXifTeA,BNK48 Senpai ep.8 Annex (GROUP1),23/04/2017 11:37 AM,60005,692,18,60,https://www.youtube.com/watch?v=H7YJVXifTeA
-J43fsyvahk,BNK48 Senpai Special (Part 3),30/04/2017 11:03 PM,279675,2864,48,316,https://www.youtube.com/watch?v=-J43fsyvahk
f7QG8cEAZd4,29 Seconds of 29 members #29 : Tarwaan,1/05/2017 8:08 PM,45341,889,6,26,https://www.youtube.com/watch?v=f7QG8cEAZd4
m6i6oDSmgyA,29 Seconds of 29 members #28 : Satchan,1/05/2017 8:08 PM,62215,1044,24,38,https://www.youtube.com/watch?v=m6i6oDSmgyA
_1u5_atalnw,29 Seconds of 29 members #27 : Pupe,1/05/2017 8:08 PM,38335,880,8,37,https://www.youtube.com/watch?v=_1u5_atalnw
si7irCmt0RQ,29 Seconds of 29 members #26 : Pun,1/05/2017 8:08 PM,81338,1753,29,64,https://www.youtube.com/watch?v=si7irCmt0RQ
nwRFy64XONU,29 Seconds of 29 members #25 : Piam,1/05/2017 8:08 PM,29182,473,49,20,https://www.youtube.com/watch?v=nwRFy64XONU
fl6SbYkXIgs,29 Seconds of 29 members #24 : Orn,1/05/2017 8:08 PM,53378,944,12,29,https://www.youtube.com/watch?v=fl6SbYkXIgs
_UIMrIJUERg,29 Seconds of 29 members #12 : Kidcat,1/05/2017 8:08 PM,25687,365,21,21,https://www.youtube.com/watch?v=_UIMrIJUERg
ooyxicrZW_s,29 Seconds of 29 members #01 : Can,1/05/2017 8:08 PM,64180,732,13,34,https://www.youtube.com/watch?v=ooyxicrZW_s
Xl_VME1I_OY,29 Seconds of 29 members #03 : Cincin,1/05/2017 8:08 PM,38069,370,15,14,https://www.youtube.com/watch?v=Xl_VME1I_OY
EaAV9M4FFz0,29 Seconds of 29 members #02 : Cherprang,1/05/2017 8:08 PM,146478,3230,62,83,https://www.youtube.com/watch?v=EaAV9M4FFz0
guUIb2e_pbE,29 Seconds of 29 members #13 : Korn,1/05/2017 8:08 PM,23717,471,8,18,https://www.youtube.com/watch?v=guUIb2e_pbE
AZoMuq1baJA,29 Seconds of 29 members #04 : Jaa,1/05/2017 8:08 PM,30387,497,12,17,https://www.youtube.com/watch?v=AZoMuq1baJA
O0XTZu0SEj4,29 Seconds of 29 members #14 : Maysa,1/05/2017 8:08 PM,32739,550,142,25,https://www.youtube.com/watch?v=O0XTZu0SEj4
uJezNA2_jds,29 Seconds of 29 members #15 : Mind,1/05/2017 8:08 PM,23919,466,6,9,https://www.youtube.com/watch?v=uJezNA2_jds
0niyf7utzbA,29 Seconds of 29 members #05 : Jan,1/05/2017 8:08 PM,57904,1108,10,84,https://www.youtube.com/watch?v=0niyf7utzbA
fwGVoA8KfYM,29 Seconds of 29 members #16 : Miori,1/05/2017 8:08 PM,57286,1380,11,102,https://www.youtube.com/watch?v=fwGVoA8KfYM
9L7ghmCWkIs,29 Seconds of 29 members #06 : Jane,1/05/2017 8:08 PM,34719,565,6,40,https://www.youtube.com/watch?v=9L7ghmCWkIs
ad32tmJ9RLA,29 Seconds of 29 members #07 : Jennis,1/05/2017 8:08 PM,68406,1433,15,60,https://www.youtube.com/watch?v=ad32tmJ9RLA
oZR9Sit2S9Q,29 Seconds of 29 members #17 : Mobile,1/05/2017 8:08 PM,69859,1375,92,118,https://www.youtube.com/watch?v=oZR9Sit2S9Q
s7sjMK948K4,29 Seconds of 29 members #19 : Namhom,1/05/2017 8:08 PM,20357,277,10,8,https://www.youtube.com/watch?v=s7sjMK948K4
EPMOTzvYQaA,29 Seconds of 29 members #08 : Jib,1/05/2017 8:08 PM,26842,412,17,20,https://www.youtube.com/watch?v=EPMOTzvYQaA
ASLD15eaT6o,29 Seconds of 29 members #18 : Music,1/05/2017 8:08 PM,72956,1692,28,45,https://www.youtube.com/watch?v=ASLD15eaT6o
krWVurLdxM8,29 Seconds of 29 members #09 : Kaew,1/05/2017 8:08 PM,36249,736,6,23,https://www.youtube.com/watch?v=krWVurLdxM8
uV0NmDX6uAA,29 Seconds of 29 members #10 : Kaimook,1/05/2017 8:08 PM,51500,917,15,35,https://www.youtube.com/watch?v=uV0NmDX6uAA
sbZUIJHWvLw,29 Seconds of 29 members #20 : Namneung,1/05/2017 8:08 PM,28115,748,6,47,https://www.youtube.com/watch?v=sbZUIJHWvLw
5bJDLZTR8r4,29 Seconds of 29 members #21 : Namsai,1/05/2017 8:08 PM,25289,575,12,21,https://www.youtube.com/watch?v=5bJDLZTR8r4
DoNemEgETC8,29 Seconds of 29 members #11 : Kate,1/05/2017 8:08 PM,25204,398,9,13,https://www.youtube.com/watch?v=DoNemEgETC8
3f-Q1j4nbaI,29 Seconds of 29 members #22 : Nink,1/05/2017 8:08 PM,18997,315,14,9,https://www.youtube.com/watch?v=3f-Q1j4nbaI
JEXiiz_sl2E,29 Seconds of 29 members #23 : Noey,1/05/2017 8:08 PM,51754,1467,12,61,https://www.youtube.com/watch?v=JEXiiz_sl2E
sI8B7H2fpsk,BNK48 Dance Battle Vol.2,7/05/2017 12:00 PM,1307410,14192,355,1519,https://www.youtube.com/watch?v=sI8B7H2fpsk
QWLZQ7gVFVM,BNK48 Official Live Stream,2/06/2017 3:33 PM,22779,169,18,16,https://www.youtube.com/watch?v=QWLZQ7gVFVM
RQ7PvFeHP4s,BNK48 Dance Battle VOL. 1,14/06/2017 8:35 PM,226551,3019,26,176,https://www.youtube.com/watch?v=RQ7PvFeHP4s
0vMdDRduY88,BNK48 - Aitakatta (อยากจะได้พบเธอ) PV teaser,20/06/2017 9:38 PM,507572,7198,285,754,https://www.youtube.com/watch?v=0vMdDRduY88
FnL-bAdwgCY,Aitakatta (อยากจะได้พบเธอ) –Story Version– / BNK48,27/06/2017 11:00 AM,697114,11692,271,798,https://www.youtube.com/watch?v=FnL-bAdwgCY
aFZJk4FUSxc,BNK48 Show EP01 Break01,10/07/2017 3:16 PM,947093,7196,218,571,https://www.youtube.com/watch?v=aFZJk4FUSxc
jDTSy98flmg,BNK48 Show EP01 Break04,10/07/2017 3:19 PM,454309,2932,111,244,https://www.youtube.com/watch?v=jDTSy98flmg
LlqjiiwZhl0,BNK48 Show EP01 Break03,10/07/2017 3:19 PM,468392,3020,71,172,https://www.youtube.com/watch?v=LlqjiiwZhl0
5ti4qClvZTI,BNK48 Show EP01 Break02,10/07/2017 3:19 PM,462810,3698,96,293,https://www.youtube.com/watch?v=5ti4qClvZTI
_Q8yIyT3WZk,BNK48 Official Live Stream,12/07/2017 8:41 PM,50191,1273,6,44,https://www.youtube.com/watch?v=_Q8yIyT3WZk
0PG_36-qQHU,BNK48 Official Live Stream,16/07/2017 4:45 PM,67888,1343,14,55,https://www.youtube.com/watch?v=0PG_36-qQHU
KlFeUyIadOo,BNK48 Show EP02 Break01,17/07/2017 12:00 PM,427906,3187,60,251,https://www.youtube.com/watch?v=KlFeUyIadOo
YzwGFd6iWHI,BNK48 Show EP02 Break02,17/07/2017 12:00 PM,406108,2598,65,298,https://www.youtube.com/watch?v=YzwGFd6iWHI
AJOHWmeFjF0,BNK48 Show EP02 Break03,17/07/2017 12:00 PM,291445,1784,37,129,https://www.youtube.com/watch?v=AJOHWmeFjF0
kiIsJ_obGY4,BNK48 Show EP02 Break04,17/07/2017 12:00 PM,248710,1624,25,139,https://www.youtube.com/watch?v=kiIsJ_obGY4
-HLEvHg5a8w,BNK48 Show EP03 Break03,24/07/2017 1:04 PM,236184,1311,33,65,https://www.youtube.com/watch?v=-HLEvHg5a8w
4iaOF9X8qUY,BNK48 Show EP03 Break02,24/07/2017 1:04 PM,252974,1651,50,174,https://www.youtube.com/watch?v=4iaOF9X8qUY
PNLiskllCoY,BNK48 Show EP03 Break01,24/07/2017 1:04 PM,419194,4304,91,230,https://www.youtube.com/watch?v=PNLiskllCoY
Ggbf__BZp70,BNK48 Show EP03 Break04,24/07/2017 1:04 PM,249969,1556,50,111,https://www.youtube.com/watch?v=Ggbf__BZp70
IJpQeRLBQqo,BNK48 Show EP04 Break01,31/07/2017 4:52 PM,329887,2915,63,247,https://www.youtube.com/watch?v=IJpQeRLBQqo
0qKnNOFWSIQ,BNK48 Show EP04 Break02,31/07/2017 4:52 PM,1408841,8911,393,765,https://www.youtube.com/watch?v=0qKnNOFWSIQ
jsx0jxk9lE4,BNK48 Show EP04 Break03,31/07/2017 4:53 PM,614063,4219,124,255,https://www.youtube.com/watch?v=jsx0jxk9lE4
-QdTQDUVTs8,BNK48 Show EP04 Break04,31/07/2017 4:53 PM,377112,2352,73,153,https://www.youtube.com/watch?v=-QdTQDUVTs8
q7I6sA0xaiM,BNK48 Show EP5 Break 02,21/08/2017 12:00 PM,753803,4627,179,396,https://www.youtube.com/watch?v=q7I6sA0xaiM
6bZ9zeXaFCg,BNK48 Show EP5 Break 04,21/08/2017 12:00 PM,438969,3336,69,170,https://www.youtube.com/watch?v=6bZ9zeXaFCg
ohZ-HXdiXYg,BNK48 Show EP5 Break 03,21/08/2017 12:00 PM,455185,2468,91,183,https://www.youtube.com/watch?v=ohZ-HXdiXYg
BSQqiHsQ3lI,BNK48 Show EP5 Break 01,21/08/2017 12:00 PM,521649,4207,110,303,https://www.youtube.com/watch?v=BSQqiHsQ3lI
nG-d0_uARLM,BNK48 SHOW EP6 Break04,28/08/2017 8:47 PM,325814,2923,43,408,https://www.youtube.com/watch?v=nG-d0_uARLM
HppJaqr2dzo,BNK48 SHOW EP6 Break03,28/08/2017 8:47 PM,763037,4212,211,193,https://www.youtube.com/watch?v=HppJaqr2dzo
32i1Q79ym6E,BNK48 SHOW EP6 Break01,28/08/2017 8:47 PM,828703,7674,225,983,https://www.youtube.com/watch?v=32i1Q79ym6E
J5-J_5iUNuo,BNK48 SHOW EP6 Break02,28/08/2017 8:47 PM,279924,1661,51,97,https://www.youtube.com/watch?v=J5-J_5iUNuo
UPGEqglbKbg,BNK48 Youtube,31/08/2017 8:39 PM,138587,2054,28,83,https://www.youtube.com/watch?v=UPGEqglbKbg
LgKCDh2_g6I,BNK48 SHOW EP7 Break04,4/09/2017 12:00 PM,561641,3284,126,200,https://www.youtube.com/watch?v=LgKCDh2_g6I
WHrL8VBZSZ4,BNK48 SHOW EP7 Break02,4/09/2017 12:00 PM,536410,3917,139,370,https://www.youtube.com/watch?v=WHrL8VBZSZ4
Nip0rJCLlok,BNK48 SHOW EP7 Break03,4/09/2017 12:00 PM,787519,4763,184,580,https://www.youtube.com/watch?v=Nip0rJCLlok
uO-esySN6qE,BNK48 SHOW EP7 Break01,4/09/2017 12:00 PM,295949,2715,45,180,https://www.youtube.com/watch?v=uO-esySN6qE
