id,title,publication_date,viewCount,likeCount,dislikeCount,commentCount,url
4TKCbe8jyRI,【MV Full】RIVER / BNK48,30/04/2018 10:00 PM,17561474,236297,14887,48370,https://www.youtube.com/watch?v=4TKCbe8jyRI
XS1EXO_rjQY,【AKB48 53rdシングル世界選抜総選挙】Preliminary Results #120 Music (BNK48 Team BⅢ) Special Messages / BNK48,31/05/2018 6:20 PM,154076,6807,104,711,https://www.youtube.com/watch?v=XS1EXO_rjQY
3cvKAEbeSOM,【AKB48 53rdシングル世界選抜総選挙】Preliminary Results #101 Cherprang (BNK48 Team BⅢ) Special Messages / BNK48,31/05/2018 6:20 PM,211270,9785,109,1011,https://www.youtube.com/watch?v=3cvKAEbeSOM
kuhnap44Izo,「Tsugi no Season –ฤดูใหม่–」Senbatsu Members Announcement / BNK48,17/07/2018 9:15 PM,274958,13048,245,1963,https://www.youtube.com/watch?v=kuhnap44Izo
wi8-h7vLFpE,BNK48 : GIRLS DON'T CRY | Official Teaser,21/07/2018 12:00 AM,169958,8566,104,719,https://www.youtube.com/watch?v=wi8-h7vLFpE
XLID310BFog,BNK48 : GIRLS DON’T CRY | Official Trailer (Online Ver.),23/07/2018 7:00 PM,610965,21774,374,2963,https://www.youtube.com/watch?v=XLID310BFog
5txOhaAtb7Y,BNK48 : GIRLS DON’T CRY | Official Trailer (Cinema Ver.),26/07/2018 7:00 PM,351788,15643,166,1723,https://www.youtube.com/watch?v=5txOhaAtb7Y
A2VrbwgWjT0,【MV Full】Tsugi no Season ฤดูใหม่ / BNK48,3/08/2018 8:00 PM,13088142,172316,8324,30146,https://www.youtube.com/watch?v=A2VrbwgWjT0
yR76JRVf9SM,「Kimi wa Melody –เธอคือ...เมโลดี้–」Senbatsu Members Announcement / BNK48,18/08/2018 6:15 PM,822862,30338,512,8065,https://www.youtube.com/watch?v=yR76JRVf9SM
bmMAKDC-PZI,「Yume e no Route –หมื่นเส้นทาง–」Senbatsu Members Announcement / BNK48,19/08/2018 7:25 PM,391132,15008,185,3113,https://www.youtube.com/watch?v=bmMAKDC-PZI
u8KfteF4RIU,「BNK48 หมื่นเส้นทาง Challenge Project 〜Jiradapa Produced Concert〜」Announcement / BNK48,19/08/2018 7:25 PM,177834,6971,79,1107,https://www.youtube.com/watch?v=u8KfteF4RIU
MjQgdETPG3k,BNK48 SENPAI : 2nd Generation | Teaser,30/08/2018 5:48 PM,192101,8521,147,904,https://www.youtube.com/watch?v=MjQgdETPG3k
nag9fwxFBAo,【MV Teaser】Kimi wa Melody เธอคือ…เมโลดี้ / BNK48,1/09/2018 10:00 AM,383027,22479,186,2890,https://www.youtube.com/watch?v=nag9fwxFBAo
Lp0AyFwYR44,KhunKai’s Kitchen EP01 : Meringue / KaimookBNK48,3/09/2018 11:40 AM,40487,1653,25,134,https://www.youtube.com/watch?v=Lp0AyFwYR44
ocHexbCqcxE,KhunKai’s Kitchen EP02 : Animal Pancake / KaimookBNK48,3/09/2018 11:40 AM,23982,1191,16,96,https://www.youtube.com/watch?v=ocHexbCqcxE
LpLWRd5Lfdg,KhunKai’s Kitchen EP03 : Strawberry Panna Cotta / KaimookBNK48,3/09/2018 11:41 AM,23603,1244,17,94,https://www.youtube.com/watch?v=LpLWRd5Lfdg
gTbh_3Mglsc,KhunKai’s Kitchen EP04 : Rainbow Pancake / KaimookBNK48,3/09/2018 11:41 AM,20026,1145,18,80,https://www.youtube.com/watch?v=gTbh_3Mglsc
ivQbU5i8EXc,KhunKai’s Kitchen EP05 : Santa Claus Jelly / KaimookBNK48,3/09/2018 11:41 AM,15356,769,13,40,https://www.youtube.com/watch?v=ivQbU5i8EXc
WT2gRIrooM4,KhunKai’s Kitchen EP06 : Christmas Cookies / KaimookBNK48,3/09/2018 11:42 AM,12369,673,11,37,https://www.youtube.com/watch?v=WT2gRIrooM4
xNEuiLFg-oI,KhunKai’s Kitchen EP08 : Ice Cream Homemade / KaimookBNK48,3/09/2018 11:44 AM,8681,494,15,23,https://www.youtube.com/watch?v=xNEuiLFg-oI
nv6sfWTgZW8,KhunKai’s Kitchen EP10 : อยากกินก๋วยเตี๋ยวว้อย! / KaimookBNK48,3/09/2018 11:44 AM,77849,2798,65,163,https://www.youtube.com/watch?v=nv6sfWTgZW8
dlSyuTq1ERE,KhunKai’s Kitchen EP09 : S’more / KaimookBNK48,3/09/2018 11:44 AM,12937,686,16,44,https://www.youtube.com/watch?v=dlSyuTq1ERE
iEpSeV-611c,KhunKai’s Kitchen EP07 : No Sugar Brownie / KaimookBNK48,3/09/2018 11:47 AM,17335,890,14,79,https://www.youtube.com/watch?v=iEpSeV-611c
GUFi43Y3MG8,KhunKai’s Kitchen EP11 : Koisuru Orange Cookies / KaimookBNK48,4/09/2018 10:28 AM,19220,644,15,48,https://www.youtube.com/watch?v=GUFi43Y3MG8
yG9eQzSrytA,KhunKai's Kitchen EP13 : Fruit Ice Cream / KaimookBNK48,4/09/2018 10:28 AM,10107,382,10,31,https://www.youtube.com/watch?v=yG9eQzSrytA
38c2e4BHBlA,KhunKai’s Kitchen EP12 : Nink’s Birthday Cake / KaimookBNK48,4/09/2018 10:28 AM,13998,475,14,28,https://www.youtube.com/watch?v=38c2e4BHBlA
eDJj2iz1Ifs,KhunKai’s Kitchen EP15 : Cheese Tart / KaimookBNK48,4/09/2018 10:33 AM,26809,672,18,47,https://www.youtube.com/watch?v=eDJj2iz1Ifs
dIEZNI-7SHk,KhunKai’s Kitchen EP16 : Chocolate Curry / KaimookBNK48,4/09/2018 10:34 AM,14929,408,7,22,https://www.youtube.com/watch?v=dIEZNI-7SHk
c1PlsvmzHeo,KhunKai’s Kitchen EP14 : บัวลอย เจ้าเพื่อนยาก! / KaimookBNK48,4/09/2018 10:34 AM,52317,1460,20,96,https://www.youtube.com/watch?v=c1PlsvmzHeo
S5rW_A15Egg,KhunKai’s Kitchen EP18 : Macaroni Kratin / KaimookBNK48,4/09/2018 10:36 AM,15898,423,15,37,https://www.youtube.com/watch?v=S5rW_A15Egg
UCP2K0_dvhs,KhunKai’s Kitchen EP17 : White Day Menu / KaimookBNK48,4/09/2018 10:37 AM,35312,732,17,55,https://www.youtube.com/watch?v=UCP2K0_dvhs
B_yBhn2BdBg,KhunKai’s Kitchen EP19 : Hato Cupcake / KaimookBNK48,4/09/2018 10:38 AM,230451,5432,135,233,https://www.youtube.com/watch?v=B_yBhn2BdBg
B_wG_4J63Jw,KhunKai’s Kitchen EP20 : น้ำผักสลอธสูตรต่ามู้ต่ามี้~ / KaimookBNK48,4/09/2018 10:41 AM,81400,1927,25,142,https://www.youtube.com/watch?v=B_wG_4J63Jw
yUtJj1yl0lU,KhunKai’s Kitchen EP21 : โอนิกิริต้มยำกุ้ง! / KaimookBNK48,5/09/2018 11:58 AM,49470,968,21,68,https://www.youtube.com/watch?v=yUtJj1yl0lU
5DMyzWM2qXc,KhunKai’s Kitchen EP22 : CANDY!! / KaimookBNK48,5/09/2018 11:58 AM,36287,808,16,64,https://www.youtube.com/watch?v=5DMyzWM2qXc
pSvDu6OVCvE,KhunKai’s Kitchen EP25 : Punch Soda / KaimookBNK48,5/09/2018 12:10 PM,93718,2245,24,200,https://www.youtube.com/watch?v=pSvDu6OVCvE
jXniuuFuF6Q,KhunKai’s Kitchen EP24 : Choco Lava Mug Cake / KaimookBNK48,5/09/2018 12:12 PM,318210,6695,104,416,https://www.youtube.com/watch?v=jXniuuFuF6Q
dthvRfCnzhI,KhunKai’s Kitchen EP29 : Heart gata Cake / KaimookBNK48,5/09/2018 12:14 PM,24958,547,14,38,https://www.youtube.com/watch?v=dthvRfCnzhI
S7KaEEQUHAA,KhunKai’s Kitchen EP23 : Matcha Macaron / KaimookBNK48,5/09/2018 12:18 PM,97815,2165,25,133,https://www.youtube.com/watch?v=S7KaEEQUHAA
hBU7h0_ypr0,KhunKai’s Kitchen EP26 : ทำขนม100ชิ้น!! แจกเด็ก ๆ / KaimookBNK48,5/09/2018 12:18 PM,60545,1094,28,57,https://www.youtube.com/watch?v=hBU7h0_ypr0
9b5pCFbiCmU,KhunKai’s Kitchen EP27 : Penguin Jelly / KaimookBNK48,5/09/2018 12:18 PM,51908,970,24,71,https://www.youtube.com/watch?v=9b5pCFbiCmU
4jIWZO-My5I,KhunKai’s Kitchen EP28 : Thai Prawn Omelette Rolls / KaimookBNK48,5/09/2018 12:18 PM,55065,1261,25,69,https://www.youtube.com/watch?v=4jIWZO-My5I
IhXg-7epqv0,KhunKai’s Kitchen EP30 : Steamed Egg / KaimookBNK48,5/09/2018 12:58 PM,47880,1649,32,151,https://www.youtube.com/watch?v=IhXg-7epqv0
xSLA3JDzO40,CHERPRANG VLOG EP01 : World Senbatsu in Japan / CherprangBNK48,10/09/2018 3:33 PM,333932,13421,168,1245,https://www.youtube.com/watch?v=xSLA3JDzO40
jgvMM0kX1io,CHERPRANG VLOG EP02 : World Senbatsu in Japan / CherprangBNK48,13/09/2018 1:22 PM,185169,6178,93,501,https://www.youtube.com/watch?v=jgvMM0kX1io
iByxlVvWrww,【MV Full】Kimi wa Melody เธอคือ…เมโลดี้ / BNK48,15/09/2018 10:00 PM,15588923,247911,8637,42363,https://www.youtube.com/watch?v=iByxlVvWrww
4__dtfWvK7s,CHERPRANG VLOG EP03 : World Senbatsu in Japan / CherprangBNK48,27/09/2018 10:08 AM,232540,8614,122,708,https://www.youtube.com/watch?v=4__dtfWvK7s
0773p4WN1Qg,BNK48 5th Single Information Announcement / BNK48,30/09/2018 9:51 PM,337896,13291,184,1492,https://www.youtube.com/watch?v=0773p4WN1Qg
Q49T77N9Jns,BNK48 5th Single「BNK Festival」Senbatsu Members Announcement / BNK48,30/09/2018 9:57 PM,333517,10838,147,2598,https://www.youtube.com/watch?v=Q49T77N9Jns
QkYPSuLYXpM,「BNK48 6th Single Senbatsu General Election」Announcement / BNK48,30/09/2018 10:00 PM,372096,12924,155,2832,https://www.youtube.com/watch?v=QkYPSuLYXpM
jQGFFQRGhbE,CHERPRANG VLOG EP04 : World Senbatsu in Japan / CherprangBNK48,11/10/2018 3:35 PM,131882,5658,54,780,https://www.youtube.com/watch?v=jQGFFQRGhbE
pglJrYXlq_M,CHERPRANG VLOG EP05 : World Senbatsu in Japan / CherprangBNK48,25/10/2018 1:02 PM,91533,4453,45,686,https://www.youtube.com/watch?v=pglJrYXlq_M
rajKtMCNEGo,【PV】Yume e no Route หมื่นเส้นทาง (Special Olympics Thailand Collaboration ver.) / BNK48,27/10/2018 2:48 PM,230728,14242,73,963,https://www.youtube.com/watch?v=rajKtMCNEGo
su_ZmVg0nw0,【PV】Yume e no Route หมื่นเส้นทาง / BNK48,27/10/2018 2:48 PM,945970,36567,286,2621,https://www.youtube.com/watch?v=su_ZmVg0nw0
tTcnj4Z9t0M,【MV Teaser】BNK Festival / BNK48,15/11/2018 8:00 PM,220681,12748,113,1409,https://www.youtube.com/watch?v=tTcnj4Z9t0M
zHKGQgnLX0U,BNK48 Trainee｜Rinrada Inthaisong (Piam),16/11/2018 12:45 PM,51663,1946,79,151,https://www.youtube.com/watch?v=zHKGQgnLX0U
zIl4nbnnJ5M,BNK48 Trainee｜Nuttakul Pimtongchaikul (Gygee),16/11/2018 12:45 PM,75385,4013,46,422,https://www.youtube.com/watch?v=zIl4nbnnJ5M
Y8sNO94wQ90,BNK48 Trainee｜Khawisara Singplod (Myyu),16/11/2018 12:45 PM,51679,2798,61,186,https://www.youtube.com/watch?v=Y8sNO94wQ90
iWwHEn8dhrI,BNK48 Trainee｜Sirikarn Shinnawatsuwan (Phukkhom),16/11/2018 12:45 PM,115630,6320,85,492,https://www.youtube.com/watch?v=iWwHEn8dhrI
exyc2lbJEYI,BNK48 Team BⅢ｜Vathusiri Phuwapunyasiri (Korn),16/11/2018 12:45 PM,62533,2856,24,296,https://www.youtube.com/watch?v=exyc2lbJEYI
eTidHACZSZI,BNK48 Team BⅢ｜Pimrapat Phadungwatanachok (Mobile),16/11/2018 12:45 PM,210672,9783,180,903,https://www.youtube.com/watch?v=eTidHACZSZI
2hHGYO8Klqg,BNK48 Trainee｜Pimnipa Tungsakul (Deenee),16/11/2018 12:45 PM,29272,1206,62,112,https://www.youtube.com/watch?v=2hHGYO8Klqg
Nk4ooIHagfQ,BNK48 Trainee｜Chanyapuk Numprasop (New),16/11/2018 12:45 PM,59135,2779,32,225,https://www.youtube.com/watch?v=Nk4ooIHagfQ
iU_HIvudvaA,BNK48 Trainee｜Jidarpha Chamchooy (Panda),16/11/2018 12:45 PM,47744,2116,29,144,https://www.youtube.com/watch?v=iU_HIvudvaA
kyP4xYmPw54,BNK48 Trainee｜Dusita Kitisarakulchai (Natherine),16/11/2018 12:45 PM,39616,1685,44,158,https://www.youtube.com/watch?v=kyP4xYmPw54
0vtwM6Lsrck,BNK48 Trainee｜Kamonthida Rotthawinithi (View),16/11/2018 12:45 PM,57717,2882,28,273,https://www.youtube.com/watch?v=0vtwM6Lsrck
hVLgSOgJQ9Y,BNK48 Team BⅢ｜Kanteera Wadcharathadsanakul (Noey),16/11/2018 12:45 PM,189994,8567,159,878,https://www.youtube.com/watch?v=hVLgSOgJQ9Y
0zW9SQvzqCQ,BNK48 Trainee｜Natticha Chantaravareelekha (Fond),16/11/2018 12:45 PM,87087,4095,51,309,https://www.youtube.com/watch?v=0zW9SQvzqCQ
IwHImT7RDa4,BNK48 Trainee｜Pakwan Noijaiboon (Pakwan),16/11/2018 12:45 PM,34215,1514,20,162,https://www.youtube.com/watch?v=IwHImT7RDa4
0Z6tdke0SHc,BNK48 Trainee｜Phattharanarin Mueanrit (Nine),16/11/2018 12:45 PM,34184,1585,11,110,https://www.youtube.com/watch?v=0Z6tdke0SHc
IwbuyTc4p4c,BNK48 Team BⅢ｜BNK48 Team BⅢ Captain｜Punsikorn Tiyakorn (Pun),16/11/2018 12:45 PM,189503,10585,123,796,https://www.youtube.com/watch?v=IwbuyTc4p4c
p1YsiSzFec8,BNK48 Trainee｜Juthamas Khonta (Kheng),16/11/2018 12:45 PM,46699,2002,21,137,https://www.youtube.com/watch?v=p1YsiSzFec8
usvrekLfc6M,BNK48 Trainee｜Weeraya Zhang (Wee),16/11/2018 12:45 PM,132482,7613,113,756,https://www.youtube.com/watch?v=usvrekLfc6M
dQvqSqfZJuQ,BNK48 Trainee｜Nawaporn Chansuk (Cake),16/11/2018 12:45 PM,51046,2465,22,169,https://www.youtube.com/watch?v=dQvqSqfZJuQ
r78Ss9ObGqk,BNK48 Team BⅢ｜Jiradapa Intajak (Pupe),16/11/2018 12:45 PM,244030,12392,136,1105,https://www.youtube.com/watch?v=r78Ss9ObGqk
V5ScG-apbSs,BNK48 Team BⅢ｜Praewa Suthamphong (Music),16/11/2018 12:45 PM,182739,9016,407,1275,https://www.youtube.com/watch?v=V5ScG-apbSs
RvF1ZI-eRQc,BNK48 Trainee｜Manipa Roopanya (Khamin),16/11/2018 12:45 PM,44734,1981,15,211,https://www.youtube.com/watch?v=RvF1ZI-eRQc
akWfxC2jI5Q,BNK48 Team BⅢ｜Isarapa Thawatpakdee (Tarwaan),16/11/2018 12:45 PM,126760,5515,60,433,https://www.youtube.com/watch?v=akWfxC2jI5Q
qh3-_pJCXPw,BNK48 Team BⅢ｜BNK48 Team BⅢ Vice Captain｜Jennis Oprasert (Jennis),16/11/2018 12:45 PM,150533,7620,125,535,https://www.youtube.com/watch?v=qh3-_pJCXPw
Efieq5TeV9M,BNK48 Trainee｜Nannaphas Loetnamchoetsakun (Mewnich),16/11/2018 12:45 PM,90056,3761,68,255,https://www.youtube.com/watch?v=Efieq5TeV9M
sGPvK_XnmAM,BNK48 Team BⅢ｜Milin Dokthian (Namneung),16/11/2018 12:45 PM,133083,8064,44,1127,https://www.youtube.com/watch?v=sGPvK_XnmAM
OCGdOa_Vur8,BNK48 Trainee｜Rachaya Tupkunanon (Minmin),16/11/2018 12:45 PM,49783,2170,19,182,https://www.youtube.com/watch?v=OCGdOa_Vur8
9782oM1T1pg,BNK48 Team BⅢ｜Rina Izuta (Izurina),16/11/2018 12:45 PM,67354,3675,30,337,https://www.youtube.com/watch?v=9782oM1T1pg
3f0AbOTGCHQ,BNK48 Team BⅢ｜Warattaya Deesomlert (Kaimook),16/11/2018 12:45 PM,91106,4404,63,346,https://www.youtube.com/watch?v=3f0AbOTGCHQ
7z2POaFviIQ,BNK48 Trainee｜Ratah Chinkrajangkit (Ratah),16/11/2018 12:45 PM,69939,3360,34,261,https://www.youtube.com/watch?v=7z2POaFviIQ
ulsdsRTzK0c,BNK48 Team BⅢ｜Patchanan Jiajirachote (Orn),16/11/2018 12:45 PM,146175,6633,160,594,https://www.youtube.com/watch?v=ulsdsRTzK0c
-j-CdY8iuys,BNK48 Trainee｜Natcha Krisdhasima (Oom),16/11/2018 12:45 PM,48098,1835,28,173,https://www.youtube.com/watch?v=-j-CdY8iuys
IUfX4LCWgds,BNK48 Team BⅢ｜Napaphat Worraphuttanon (Jaa),16/11/2018 12:45 PM,52673,2307,32,233,https://www.youtube.com/watch?v=IUfX4LCWgds
zMy9FwNI3qs,BNK48 Trainee｜Plearnpichaya Komalarajun (Juné),16/11/2018 12:45 PM,68348,2945,81,207,https://www.youtube.com/watch?v=zMy9FwNI3qs
SgbxVmzjC6w,BNK48 Team BⅢ｜Natruja Chutiwansopon (Kaew),16/11/2018 12:45 PM,107480,6302,46,526,https://www.youtube.com/watch?v=SgbxVmzjC6w
yvnJ5cHRRmE,BNK48 Team BⅢ｜Pichayapa Natha (Namsai),16/11/2018 12:45 PM,74097,3622,26,354,https://www.youtube.com/watch?v=yvnJ5cHRRmE
9GnzdHrwdXU,BNK48 Trainee｜Sumitra Duangkaew (Faii),16/11/2018 12:45 PM,67233,2316,42,158,https://www.youtube.com/watch?v=9GnzdHrwdXU
vAWpkeIjZl8,BNK48 Trainee｜Punyawee Jungcharoen (Aom),16/11/2018 12:45 PM,50871,2281,29,190,https://www.youtube.com/watch?v=vAWpkeIjZl8
mE4G0V1R9O8,BNK48 Team BⅢ｜Sawitchaya Kajonrungsilp (Satchan),16/11/2018 12:45 PM,72119,2919,43,209,https://www.youtube.com/watch?v=mE4G0V1R9O8
XYZODizO7_0,BNK48 Team BⅢ｜Suchaya Saenkhot (Jib),16/11/2018 12:45 PM,54852,2708,52,327,https://www.youtube.com/watch?v=XYZODizO7_0
Y24rDkCy1Tg,BNK48 Trainee｜Warinrat Yolprasong (Niky),16/11/2018 12:45 PM,37111,1731,29,172,https://www.youtube.com/watch?v=Y24rDkCy1Tg
EQAl30byknU,BNK48 Trainee｜Maira Kuyama (Maira),16/11/2018 12:45 PM,60142,2628,32,301,https://www.youtube.com/watch?v=EQAl30byknU
nIUCcnd84c8,BNK48 Team BⅢ｜Korapat Nilprapa (Kate),16/11/2018 12:45 PM,50856,2097,37,220,https://www.youtube.com/watch?v=nIUCcnd84c8
DX9Lo2NekQg,BNK48 Trainee｜Janista Tansiri (Bamboo),16/11/2018 12:45 PM,81530,3361,55,293,https://www.youtube.com/watch?v=DX9Lo2NekQg
M03mNS6vTjU,BNK48 Trainee｜Mananya Kaoju (Nink),16/11/2018 12:45 PM,38561,1439,101,144,https://www.youtube.com/watch?v=M03mNS6vTjU
yLezTzzyxX4,BNK48 Team BⅢ｜Panisa Srilaloeng (Mind),16/11/2018 12:45 PM,54207,2691,47,241,https://www.youtube.com/watch?v=yLezTzzyxX4
54O1AMDZS0I,BNK48 Team BⅢ｜Kunjiranut Intarasin (Jane),16/11/2018 12:45 PM,91436,3634,53,271,https://www.youtube.com/watch?v=54O1AMDZS0I
JEnA2Be25aU,BNK48 Team BⅢ｜Miori Ohkubo (Miori),16/11/2018 12:45 PM,91605,3387,44,232,https://www.youtube.com/watch?v=JEnA2Be25aU
PlBmrf9NvFA,BNK48 Team BⅢ｜BNK48 Captain｜Cherprang Areekul (Cherprang),16/11/2018 12:45 PM,249249,13360,250,1083,https://www.youtube.com/watch?v=PlBmrf9NvFA
PYc15-SefAI,BNK48 Trainee｜Paweethida Sakunpiphat (Fifa),16/11/2018 12:45 PM,33114,1478,19,117,https://www.youtube.com/watch?v=PYc15-SefAI
YfFmDnIAK50,BNK48 Trainee｜Tarisa Preechatangkit (Stang),16/11/2018 12:45 PM,30510,1473,18,140,https://www.youtube.com/watch?v=YfFmDnIAK50
mo4l8f_VZXo,【MV Full】BNK Festival / BNK48,22/11/2018 8:00 PM,3201827,111029,4295,17379,https://www.youtube.com/watch?v=mo4l8f_VZXo
0Fna8Uy-R4Y,BNK48 6th Single Senbatsu General Election – Preliminary Results Announcement / BNK48,12/12/2018 8:11 PM,232188,12320,128,3077,https://www.youtube.com/watch?v=0Fna8Uy-R4Y
